contact_info,parsing_check,parsed,contact_id,name,email,first_name,last_name
"{""contact_id"": 3064, ""name"": ""Tatiana Thompson"", ""email"": ""tatiana.thompson@hunt.net""}",True,"{'contact_id': 3064, 'name': 'Tatiana Thompson', 'email': 'tatiana.thompson@hunt.net'}",3064,Tatiana Thompson,tatiana.thompson@hunt.net,Tatiana,Thompson
"{""contact_id"": 4904, ""name"": ""Caleb Benavides"", ""email"": ""caleb.benavides@rubio.com""}",True,"{'contact_id': 4904, 'name': 'Caleb Benavides', 'email': 'caleb.benavides@rubio.com'}",4904,Caleb Benavides,caleb.benavides@rubio.com,Caleb,Benavides
"{""contact_id"": 1299, ""name"": ""Sandra Hardy"", ""email"": ""sandra.hardy@web.de""}",True,"{'contact_id': 1299, 'name': 'Sandra Hardy', 'email': 'sandra.hardy@web.de'}",1299,Sandra Hardy,sandra.hardy@web.de,Sandra,Hardy
"{""contact_id"": 5602, ""name"": ""Lotti Morris"", ""email"": ""lotti.morris@yahoo.co.uk""}",True,"{'contact_id': 5602, 'name': 'Lotti Morris', 'email': 'lotti.morris@yahoo.co.uk'}",5602,Lotti Morris,lotti.morris@yahoo.co.uk,Lotti,Morris
"{""contact_id"": 5753, ""name"": ""Reinhilde White"", ""email"": ""reinhilde.white@voila.fr""}",True,"{'contact_id': 5753, 'name': 'Reinhilde White', 'email': 'reinhilde.white@voila.fr'}",5753,Reinhilde White,reinhilde.white@voila.fr,Reinhilde,White
"{""contact_id"": 4495, ""name"": ""Kerry Patel"", ""email"": ""kerry.patel@hutchinson.com""}",True,"{'contact_id': 4495, 'name': 'Kerry Patel', 'email': 'kerry.patel@hutchinson.com'}",4495,Kerry Patel,kerry.patel@hutchinson.com,Kerry,Patel
"{""contact_id"": 4269, ""name"": ""Sophie Antoine"", ""email"": ""sophie.antoine@andersen.com""}",True,"{'contact_id': 4269, 'name': 'Sophie Antoine', 'email': 'sophie.antoine@andersen.com'}",4269,Sophie Antoine,sophie.antoine@andersen.com,Sophie,Antoine
"{""contact_id"": 2226, ""name"": ""Martha Girard"", ""email"": ""martha.girard@web.de""}",True,"{'contact_id': 2226, 'name': 'Martha Girard', 'email': 'martha.girard@web.de'}",2226,Martha Girard,martha.girard@web.de,Martha,Girard
"{""contact_id"": 1558, ""name"": ""Stephanie King"", ""email"": ""stephanie.king@cervantes.com""}",True,"{'contact_id': 1558, 'name': 'Stephanie King', 'email': 'stephanie.king@cervantes.com'}",1558,Stephanie King,stephanie.king@cervantes.com,Stephanie,King
"{""contact_id"": 2307, ""name"": ""Amanda Palmer"", ""email"": ""amanda.palmer@didier.fr""}",True,"{'contact_id': 2307, 'name': 'Amanda Palmer', 'email': 'amanda.palmer@didier.fr'}",2307,Amanda Palmer,amanda.palmer@didier.fr,Amanda,Palmer
"{""contact_id"": 2900, ""name"": ""Lina Alcala"", ""email"": ""lina.alcala@vespa.net""}",True,"{'contact_id': 2900, 'name': 'Lina Alcala', 'email': 'lina.alcala@vespa.net'}",2900,Lina Alcala,lina.alcala@vespa.net,Lina,Alcala
"{""contact_id"": 5695, ""name"": ""Itzel Murphy"", ""email"": ""itzel.murphy@muelichen.de""}",True,"{'contact_id': 5695, 'name': 'Itzel Murphy', 'email': 'itzel.murphy@muelichen.de'}",5695,Itzel Murphy,itzel.murphy@muelichen.de,Itzel,Murphy
"{""contact_id"": 5708, ""name"": ""Filippo Parry"", ""email"": ""filippo.parry@live.com""}",True,"{'contact_id': 5708, 'name': 'Filippo Parry', 'email': 'filippo.parry@live.com'}",5708,Filippo Parry,filippo.parry@live.com,Filippo,Parry
"{""contact_id"": 1663, ""name"": ""Katelyn Cole"", ""email"": ""katelyn.cole@fiebig.com""}",True,"{'contact_id': 1663, 'name': 'Katelyn Cole', 'email': 'katelyn.cole@fiebig.com'}",1663,Katelyn Cole,katelyn.cole@fiebig.com,Katelyn,Cole
"{""contact_id"": 3605, ""name"": ""Brian Novak"", ""email"": ""brian.novak@ford.net""}",True,"{'contact_id': 3605, 'name': 'Brian Novak', 'email': 'brian.novak@ford.net'}",3605,Brian Novak,brian.novak@ford.net,Brian,Novak
"{""contact_id"": 4678, ""name"": ""Cilly Gay"", ""email"": ""cilly.gay@callegaro.it""}",True,"{'contact_id': 4678, 'name': 'Cilly Gay', 'email': 'cilly.gay@callegaro.it'}",4678,Cilly Gay,cilly.gay@callegaro.it,Cilly,Gay
"{""contact_id"": 2251, ""name"": ""Yolanda Snyder"", ""email"": ""yolanda.snyder@gmx.de""}",True,"{'contact_id': 2251, 'name': 'Yolanda Snyder', 'email': 'yolanda.snyder@gmx.de'}",2251,Yolanda Snyder,yolanda.snyder@gmx.de,Yolanda,Snyder
"{""contact_id"": 6202, ""name"": ""Evelin Odonnell"", ""email"": ""evelin.odonnell@ibarra.net""}",True,"{'contact_id': 6202, 'name': 'Evelin Odonnell', 'email': 'evelin.odonnell@ibarra.net'}",6202,Evelin Odonnell,evelin.odonnell@ibarra.net,Evelin,Odonnell
"{""contact_id"": 3715, ""name"": ""Ingeborg Alba"", ""email"": ""ingeborg.alba@hotmail.com""}",True,"{'contact_id': 3715, 'name': 'Ingeborg Alba', 'email': 'ingeborg.alba@hotmail.com'}",3715,Ingeborg Alba,ingeborg.alba@hotmail.com,Ingeborg,Alba
"{""contact_id"": 4242, ""name"": ""Marina Madrid"", ""email"": ""marina.madrid@galarza-alba.com""}",True,"{'contact_id': 4242, 'name': 'Marina Madrid', 'email': 'marina.madrid@galarza-alba.com'}",4242,Marina Madrid,marina.madrid@galarza-alba.com,Marina,Madrid
"{""contact_id"": 4326, ""name"": ""Sheila Goodwin"", ""email"": ""sheila.goodwin@yahoo.com""}",True,"{'contact_id': 4326, 'name': 'Sheila Goodwin', 'email': 'sheila.goodwin@yahoo.com'}",4326,Sheila Goodwin,sheila.goodwin@yahoo.com,Sheila,Goodwin
"{""contact_id"": 5560, ""name"": ""Valeria Rich"", ""email"": ""valeria.rich@turchetta-mondadori.it""}",True,"{'contact_id': 5560, 'name': 'Valeria Rich', 'email': 'valeria.rich@turchetta-mondadori.it'}",5560,Valeria Rich,valeria.rich@turchetta-mondadori.it,Valeria,Rich
"{""contact_id"": 4002, ""name"": ""Dustin Camacho"", ""email"": ""dustin.camacho@rhodes.org.au""}",True,"{'contact_id': 4002, 'name': 'Dustin Camacho', 'email': 'dustin.camacho@rhodes.org.au'}",4002,Dustin Camacho,dustin.camacho@rhodes.org.au,Dustin,Camacho
"{""contact_id"": 3813, ""name"": ""Amalia Marenzio"", ""email"": ""amalia.marenzio@grupo.com""}",True,"{'contact_id': 3813, 'name': 'Amalia Marenzio', 'email': 'amalia.marenzio@grupo.com'}",3813,Amalia Marenzio,amalia.marenzio@grupo.com,Amalia,Marenzio
"{""contact_id"": 5336, ""name"": ""Gian Long"", ""email"": ""gian.long@hotmail.com""}",True,"{'contact_id': 5336, 'name': 'Gian Long', 'email': 'gian.long@hotmail.com'}",5336,Gian Long,gian.long@hotmail.com,Gian,Long
"{""contact_id"": 4994, ""name"": ""Stewart Hunt"", ""email"": ""stewart.hunt@anderson-vargas.biz""}",True,"{'contact_id': 4994, 'name': 'Stewart Hunt', 'email': 'stewart.hunt@anderson-vargas.biz'}",4994,Stewart Hunt,stewart.hunt@anderson-vargas.biz,Stewart,Hunt
"{""contact_id"": 1471, ""name"": ""Greca Ruiz"", ""email"": ""greca.ruiz@carr.co.uk""}",True,"{'contact_id': 1471, 'name': 'Greca Ruiz', 'email': 'greca.ruiz@carr.co.uk'}",1471,Greca Ruiz,greca.ruiz@carr.co.uk,Greca,Ruiz
"{""contact_id"": 4482, ""name"": ""Gerald Olivera"", ""email"": ""gerald.olivera@outlook.com""}",True,"{'contact_id': 4482, 'name': 'Gerald Olivera', 'email': 'gerald.olivera@outlook.com'}",4482,Gerald Olivera,gerald.olivera@outlook.com,Gerald,Olivera
"{""contact_id"": 3241, ""name"": ""Jaqueline Wallace"", ""email"": ""jaqueline.wallace@gmail.com""}",True,"{'contact_id': 3241, 'name': 'Jaqueline Wallace', 'email': 'jaqueline.wallace@gmail.com'}",3241,Jaqueline Wallace,jaqueline.wallace@gmail.com,Jaqueline,Wallace
"{""contact_id"": 3477, ""name"": ""John Lane"", ""email"": ""john.lane@gregoire.fr""}",True,"{'contact_id': 3477, 'name': 'John Lane', 'email': 'john.lane@gregoire.fr'}",3477,John Lane,john.lane@gregoire.fr,John,Lane
"{""contact_id"": 2265, ""name"": ""Pero Joly"", ""email"": ""pero.joly@bernard.net""}",True,"{'contact_id': 2265, 'name': 'Pero Joly', 'email': 'pero.joly@bernard.net'}",2265,Pero Joly,pero.joly@bernard.net,Pero,Joly
"{""contact_id"": 5911, ""name"": ""Chad Turner"", ""email"": ""chad.turner@gmail.com""}",True,"{'contact_id': 5911, 'name': 'Chad Turner', 'email': 'chad.turner@gmail.com'}",5911,Chad Turner,chad.turner@gmail.com,Chad,Turner
"{""contact_id"": 2288, ""name"": ""Adam Zavala"", ""email"": ""adam.zavala@guichard.fr""}",True,"{'contact_id': 2288, 'name': 'Adam Zavala', 'email': 'adam.zavala@guichard.fr'}",2288,Adam Zavala,adam.zavala@guichard.fr,Adam,Zavala
"{""contact_id"": 4064, ""name"": ""Tyler Rivera"", ""email"": ""tyler.rivera@guajardo-ozuna.com""}",True,"{'contact_id': 4064, 'name': 'Tyler Rivera', 'email': 'tyler.rivera@guajardo-ozuna.com'}",4064,Tyler Rivera,tyler.rivera@guajardo-ozuna.com,Tyler,Rivera
"{""contact_id"": 1294, ""name"": ""Jens Graham"", ""email"": ""jens.graham@jones-buckley.com""}",True,"{'contact_id': 1294, 'name': 'Jens Graham', 'email': 'jens.graham@jones-buckley.com'}",1294,Jens Graham,jens.graham@jones-buckley.com,Jens,Graham
"{""contact_id"": 5008, ""name"": ""Virginia Caetani"", ""email"": ""virginia.caetani@sosa.biz""}",True,"{'contact_id': 5008, 'name': 'Virginia Caetani', 'email': 'virginia.caetani@sosa.biz'}",5008,Virginia Caetani,virginia.caetani@sosa.biz,Virginia,Caetani
"{""contact_id"": 3604, ""name"": ""Martino Wagner"", ""email"": ""martino.wagner@laposte.net""}",True,"{'contact_id': 3604, 'name': 'Martino Wagner', 'email': 'martino.wagner@laposte.net'}",3604,Martino Wagner,martino.wagner@laposte.net,Martino,Wagner
"{""contact_id"": 3263, ""name"": ""Martin Meyer"", ""email"": ""martin.meyer@davis.co.uk""}",True,"{'contact_id': 3263, 'name': 'Martin Meyer', 'email': 'martin.meyer@davis.co.uk'}",3263,Martin Meyer,martin.meyer@davis.co.uk,Martin,Meyer
"{""contact_id"": 5631, ""name"": ""Marguerite Walls"", ""email"": ""marguerite.walls@martinez.fr""}",True,"{'contact_id': 5631, 'name': 'Marguerite Walls', 'email': 'marguerite.walls@martinez.fr'}",5631,Marguerite Walls,marguerite.walls@martinez.fr,Marguerite,Walls
"{""contact_id"": 2851, ""name"": ""Peter Vogt"", ""email"": ""peter.vogt@yahoo.com""}",True,"{'contact_id': 2851, 'name': 'Peter Vogt', 'email': 'peter.vogt@yahoo.com'}",2851,Peter Vogt,peter.vogt@yahoo.com,Peter,Vogt
"{""contact_id"": 3714, ""name"": ""Nicholas Christian"", ""email"": ""nicholas.christian@hotmail.de""}",True,"{'contact_id': 3714, 'name': 'Nicholas Christian', 'email': 'nicholas.christian@hotmail.de'}",3714,Nicholas Christian,nicholas.christian@hotmail.de,Nicholas,Christian
"{""contact_id"": 1664, ""name"": ""Susi Steinberg"", ""email"": ""susi.steinberg@preiss.com""}",True,"{'contact_id': 1664, 'name': 'Susi Steinberg', 'email': 'susi.steinberg@preiss.com'}",1664,Susi Steinberg,susi.steinberg@preiss.com,Susi,Steinberg
"{""contact_id"": 5027, ""name"": ""Tammy Ramazzotti"", ""email"": ""tammy.ramazzotti@gmail.com""}",True,"{'contact_id': 5027, 'name': 'Tammy Ramazzotti', 'email': 'tammy.ramazzotti@gmail.com'}",5027,Tammy Ramazzotti,tammy.ramazzotti@gmail.com,Tammy,Ramazzotti
"{""contact_id"": 3070, ""name"": ""Abdul Thomas"", ""email"": ""abdul.thomas@vasari.com""}",True,"{'contact_id': 3070, 'name': 'Abdul Thomas', 'email': 'abdul.thomas@vasari.com'}",3070,Abdul Thomas,abdul.thomas@vasari.com,Abdul,Thomas
"{""contact_id"": 4248, ""name"": ""Justin Luxardo"", ""email"": ""justin.luxardo@googlemail.com""}",True,"{'contact_id': 4248, 'name': 'Justin Luxardo', 'email': 'justin.luxardo@googlemail.com'}",4248,Justin Luxardo,justin.luxardo@googlemail.com,Justin,Luxardo
"{""contact_id"": 2034, ""name"": ""Antonio Gibson"", ""email"": ""antonio.gibson@faust.net""}",True,"{'contact_id': 2034, 'name': 'Antonio Gibson', 'email': 'antonio.gibson@faust.net'}",2034,Antonio Gibson,antonio.gibson@faust.net,Antonio,Gibson
"{""contact_id"": 4085, ""name"": ""Jeremy Gomez"", ""email"": ""jeremy.gomez@oconnor.org""}",True,"{'contact_id': 4085, 'name': 'Jeremy Gomez', 'email': 'jeremy.gomez@oconnor.org'}",4085,Jeremy Gomez,jeremy.gomez@oconnor.org,Jeremy,Gomez
"{""contact_id"": 3569, ""name"": ""Raymond Solorzano"", ""email"": ""raymond.solorzano@gmail.com""}",True,"{'contact_id': 3569, 'name': 'Raymond Solorzano', 'email': 'raymond.solorzano@gmail.com'}",3569,Raymond Solorzano,raymond.solorzano@gmail.com,Raymond,Solorzano
"{""contact_id"": 3889, ""name"": ""Flora Harris"", ""email"": ""flora.harris@hotmail.com.au""}",True,"{'contact_id': 3889, 'name': 'Flora Harris', 'email': 'flora.harris@hotmail.com.au'}",3889,Flora Harris,flora.harris@hotmail.com.au,Flora,Harris
"{""contact_id"": 3136, ""name"": ""Cheryl Boyd"", ""email"": ""cheryl.boyd@segni.it""}",True,"{'contact_id': 3136, 'name': 'Cheryl Boyd', 'email': 'cheryl.boyd@segni.it'}",3136,Cheryl Boyd,cheryl.boyd@segni.it,Cheryl,Boyd
"{""contact_id"": 2103, ""name"": ""Rhys Leiva"", ""email"": ""rhys.leiva@gmx.de""}",True,"{'contact_id': 2103, 'name': 'Rhys Leiva', 'email': 'rhys.leiva@gmx.de'}",2103,Rhys Leiva,rhys.leiva@gmx.de,Rhys,Leiva
"{""contact_id"": 2329, ""name"": ""Mariano Prieto"", ""email"": ""mariano.prieto@vodafone.it""}",True,"{'contact_id': 2329, 'name': 'Mariano Prieto', 'email': 'mariano.prieto@vodafone.it'}",2329,Mariano Prieto,mariano.prieto@vodafone.it,Mariano,Prieto
"{""contact_id"": 3325, ""name"": ""Laurie Fibonacci"", ""email"": ""laurie.fibonacci@gmail.com""}",True,"{'contact_id': 3325, 'name': 'Laurie Fibonacci', 'email': 'laurie.fibonacci@gmail.com'}",3325,Laurie Fibonacci,laurie.fibonacci@gmail.com,Laurie,Fibonacci
"{""contact_id"": 3131, ""name"": ""David Rudolph"", ""email"": ""david.rudolph@nelson.com""}",True,"{'contact_id': 3131, 'name': 'David Rudolph', 'email': 'david.rudolph@nelson.com'}",3131,David Rudolph,david.rudolph@nelson.com,David,Rudolph
"{""contact_id"": 4995, ""name"": ""Bryan Ross"", ""email"": ""bryan.ross@yahoo.com""}",True,"{'contact_id': 4995, 'name': 'Bryan Ross', 'email': 'bryan.ross@yahoo.com'}",4995,Bryan Ross,bryan.ross@yahoo.com,Bryan,Ross
"{""contact_id"": 3631, ""name"": ""Ubaldo Brown"", ""email"": ""ubaldo.brown@philippe.com""}",True,"{'contact_id': 3631, 'name': 'Ubaldo Brown', 'email': 'ubaldo.brown@philippe.com'}",3631,Ubaldo Brown,ubaldo.brown@philippe.com,Ubaldo,Brown
"{""contact_id"": 5373, ""name"": ""Clelia Faulkner"", ""email"": ""clelia.faulkner@hotmail.com""}",True,"{'contact_id': 5373, 'name': 'Clelia Faulkner', 'email': 'clelia.faulkner@hotmail.com'}",5373,Clelia Faulkner,clelia.faulkner@hotmail.com,Clelia,Faulkner
"{""contact_id"": 3126, ""name"": ""Sara Erickson"", ""email"": ""sara.erickson@yahoo.de""}",True,"{'contact_id': 3126, 'name': 'Sara Erickson', 'email': 'sara.erickson@yahoo.de'}",3126,Sara Erickson,sara.erickson@yahoo.de,Sara,Erickson
"{""contact_id"": 2194, ""name"": ""Rupert Valle"", ""email"": ""rupert.valle@filogamo.it""}",True,"{'contact_id': 2194, 'name': 'Rupert Valle', 'email': 'rupert.valle@filogamo.it'}",2194,Rupert Valle,rupert.valle@filogamo.it,Rupert,Valle
"{""contact_id"": 2906, ""name"": ""Puccio Kitzmann"", ""email"": ""puccio.kitzmann@yahoo.com""}",True,"{'contact_id': 2906, 'name': 'Puccio Kitzmann', 'email': 'puccio.kitzmann@yahoo.com'}",2906,Puccio Kitzmann,puccio.kitzmann@yahoo.com,Puccio,Kitzmann
"{""contact_id"": 2611, ""name"": ""Thomas Hutchinson"", ""email"": ""thomas.hutchinson@gmx.de""}",True,"{'contact_id': 2611, 'name': 'Thomas Hutchinson', 'email': 'thomas.hutchinson@gmx.de'}",2611,Thomas Hutchinson,thomas.hutchinson@gmx.de,Thomas,Hutchinson
"{""contact_id"": 2374, ""name"": ""Abelardo Castro"", ""email"": ""abelardo.castro@gmail.com""}",True,"{'contact_id': 2374, 'name': 'Abelardo Castro', 'email': 'abelardo.castro@gmail.com'}",2374,Abelardo Castro,abelardo.castro@gmail.com,Abelardo,Castro
"{""contact_id"": 3254, ""name"": ""Greco Walker"", ""email"": ""greco.walker@yahoo.com""}",True,"{'contact_id': 3254, 'name': 'Greco Walker', 'email': 'greco.walker@yahoo.com'}",3254,Greco Walker,greco.walker@yahoo.com,Greco,Walker
"{""contact_id"": 3571, ""name"": ""Miranda Lacombe"", ""email"": ""miranda.lacombe@longoria-vanegas.net""}",True,"{'contact_id': 3571, 'name': 'Miranda Lacombe', 'email': 'miranda.lacombe@longoria-vanegas.net'}",3571,Miranda Lacombe,miranda.lacombe@longoria-vanegas.net,Miranda,Lacombe
"{""contact_id"": 2812, ""name"": ""Diana Schuchhardt"", ""email"": ""diana.schuchhardt@libero.it""}",True,"{'contact_id': 2812, 'name': 'Diana Schuchhardt', 'email': 'diana.schuchhardt@libero.it'}",2812,Diana Schuchhardt,diana.schuchhardt@libero.it,Diana,Schuchhardt
"{""contact_id"": 3961, ""name"": ""Stacey Knox"", ""email"": ""stacey.knox@corporacin.com""}",True,"{'contact_id': 3961, 'name': 'Stacey Knox', 'email': 'stacey.knox@corporacin.com'}",3961,Stacey Knox,stacey.knox@corporacin.com,Stacey,Knox
"{""contact_id"": 3872, ""name"": ""Glen Faivre"", ""email"": ""glen.faivre@yahoo.com""}",True,"{'contact_id': 3872, 'name': 'Glen Faivre', 'email': 'glen.faivre@yahoo.com'}",3872,Glen Faivre,glen.faivre@yahoo.com,Glen,Faivre
"{""contact_id"": 4736, ""name"": ""Andrew Torres"", ""email"": ""andrew.torres@ruiz-torres.org""}",True,"{'contact_id': 4736, 'name': 'Andrew Torres', 'email': 'andrew.torres@ruiz-torres.org'}",4736,Andrew Torres,andrew.torres@ruiz-torres.org,Andrew,Torres
"{""contact_id"": 5119, ""name"": ""Denny Fritz"", ""email"": ""denny.fritz@despacho.biz""}",True,"{'contact_id': 5119, 'name': 'Denny Fritz', 'email': 'denny.fritz@despacho.biz'}",5119,Denny Fritz,denny.fritz@despacho.biz,Denny,Fritz
"{""contact_id"": 5725, ""name"": ""Martyn Caldera"", ""email"": ""martyn.caldera@hotmail.co.uk""}",True,"{'contact_id': 5725, 'name': 'Martyn Caldera', 'email': 'martyn.caldera@hotmail.co.uk'}",5725,Martyn Caldera,martyn.caldera@hotmail.co.uk,Martyn,Caldera
"{""contact_id"": 4037, ""name"": ""Abigail Foster"", ""email"": ""abigail.foster@taylor.net""}",True,"{'contact_id': 4037, 'name': 'Abigail Foster', 'email': 'abigail.foster@taylor.net'}",4037,Abigail Foster,abigail.foster@taylor.net,Abigail,Foster
"{""contact_id"": 2109, ""name"": ""Anthony Hauffer"", ""email"": ""anthony.hauffer@tlustek.org""}",True,"{'contact_id': 2109, 'name': 'Anthony Hauffer', 'email': 'anthony.hauffer@tlustek.org'}",2109,Anthony Hauffer,anthony.hauffer@tlustek.org,Anthony,Hauffer
"{""contact_id"": 3283, ""name"": ""Roger Gerlach"", ""email"": ""roger.gerlach@may-mitchell.co.uk""}",True,"{'contact_id': 3283, 'name': 'Roger Gerlach', 'email': 'roger.gerlach@may-mitchell.co.uk'}",3283,Roger Gerlach,roger.gerlach@may-mitchell.co.uk,Roger,Gerlach
"{""contact_id"": 6181, ""name"": ""Christopher Poirier"", ""email"": ""christopher.poirier@hotmail.com""}",True,"{'contact_id': 6181, 'name': 'Christopher Poirier', 'email': 'christopher.poirier@hotmail.com'}",6181,Christopher Poirier,christopher.poirier@hotmail.com,Christopher,Poirier
"{""contact_id"": 3251, ""name"": ""Branka Traore"", ""email"": ""branka.traore@jacobi.com""}",True,"{'contact_id': 3251, 'name': 'Branka Traore', 'email': 'branka.traore@jacobi.com'}",3251,Branka Traore,branka.traore@jacobi.com,Branka,Traore
"{""contact_id"": 3443, ""name"": ""Briana Etienne"", ""email"": ""briana.etienne@bishop-coates.com""}",True,"{'contact_id': 3443, 'name': 'Briana Etienne', 'email': 'briana.etienne@bishop-coates.com'}",3443,Briana Etienne,briana.etienne@bishop-coates.com,Briana,Etienne
"{""contact_id"": 2988, ""name"": ""Brandon Olson"", ""email"": ""brandon.olson@prince-moreno.net""}",True,"{'contact_id': 2988, 'name': 'Brandon Olson', 'email': 'brandon.olson@prince-moreno.net'}",2988,Brandon Olson,brandon.olson@prince-moreno.net,Brandon,Olson
"{""contact_id"": 1673, ""name"": ""Celia Ungaretti"", ""email"": ""celia.ungaretti@fox.com""}",True,"{'contact_id': 1673, 'name': 'Celia Ungaretti', 'email': 'celia.ungaretti@fox.com'}",1673,Celia Ungaretti,celia.ungaretti@fox.com,Celia,Ungaretti
"{""contact_id"": 2085, ""name"": ""Barbara Guibert"", ""email"": ""barbara.guibert@casares-sanches.com""}",True,"{'contact_id': 2085, 'name': 'Barbara Guibert', 'email': 'barbara.guibert@casares-sanches.com'}",2085,Barbara Guibert,barbara.guibert@casares-sanches.com,Barbara,Guibert
"{""contact_id"": 1672, ""name"": ""Daniela Bell"", ""email"": ""daniela.bell@vollbrecht.org""}",True,"{'contact_id': 1672, 'name': 'Daniela Bell', 'email': 'daniela.bell@vollbrecht.org'}",1672,Daniela Bell,daniela.bell@vollbrecht.org,Daniela,Bell
"{""contact_id"": 4426, ""name"": ""Phyllis Gurule"", ""email"": ""phyllis.gurule@rodriguez-pham.com""}",True,"{'contact_id': 4426, 'name': 'Phyllis Gurule', 'email': 'phyllis.gurule@rodriguez-pham.com'}",4426,Phyllis Gurule,phyllis.gurule@rodriguez-pham.com,Phyllis,Gurule
"{""contact_id"": 3211, ""name"": ""Alejandra Joseph"", ""email"": ""alejandra.joseph@escalante-abrego.biz""}",True,"{'contact_id': 3211, 'name': 'Alejandra Joseph', 'email': 'alejandra.joseph@escalante-abrego.biz'}",3211,Alejandra Joseph,alejandra.joseph@escalante-abrego.biz,Alejandra,Joseph
"{""contact_id"": 3190, ""name"": ""Giulio Bohlander"", ""email"": ""giulio.bohlander@dbmail.com""}",True,"{'contact_id': 3190, 'name': 'Giulio Bohlander', 'email': 'giulio.bohlander@dbmail.com'}",3190,Giulio Bohlander,giulio.bohlander@dbmail.com,Giulio,Bohlander
"{""contact_id"": 2081, ""name"": ""Amber Weller"", ""email"": ""amber.weller@toso.eu""}",True,"{'contact_id': 2081, 'name': 'Amber Weller', 'email': 'amber.weller@toso.eu'}",2081,Amber Weller,amber.weller@toso.eu,Amber,Weller
"{""contact_id"": 3185, ""name"": ""Mary Etzold"", ""email"": ""mary.etzold@conrad-harrison.com""}",True,"{'contact_id': 3185, 'name': 'Mary Etzold', 'email': 'mary.etzold@conrad-harrison.com'}",3185,Mary Etzold,mary.etzold@conrad-harrison.com,Mary,Etzold
"{""contact_id"": 5044, ""name"": ""Amy Georges"", ""email"": ""amy.georges@raedel.de""}",True,"{'contact_id': 5044, 'name': 'Amy Georges', 'email': 'amy.georges@raedel.de'}",5044,Amy Georges,amy.georges@raedel.de,Amy,Georges
"{""contact_id"": 1883, ""name"": ""Jennifer Giraud"", ""email"": ""jennifer.giraud@yahoo.com""}",True,"{'contact_id': 1883, 'name': 'Jennifer Giraud', 'email': 'jennifer.giraud@yahoo.com'}",1883,Jennifer Giraud,jennifer.giraud@yahoo.com,Jennifer,Giraud
"{""contact_id"": 2067, ""name"": ""Rosie Peltier"", ""email"": ""rosie.peltier@voila.fr""}",True,"{'contact_id': 2067, 'name': 'Rosie Peltier', 'email': 'rosie.peltier@voila.fr'}",2067,Rosie Peltier,rosie.peltier@voila.fr,Rosie,Peltier
